Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.13133912990867067,0.12699991014441311,0.728112089955235,0.0035989149506440183,0.5391360082190678,-0.06241051083901437,0.8398954343188207
