Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W
0.13131816873221908,0.08698601679763536,0.7280978245637871,0.003972303215741945,0.5390153055111436,-0.06157993334288077,0.8400325190380292
